accession,cik,name,filing_date,acceptance_et,after_hours,items,llm_label
0001618835-22-000212,0001618835,"Evofem Biosciences, Inc.",2022-12-30,2022-12-30T09:25:03-05:00,False,"8.01,9.01",OTHER
0001618835-22-000196,0001618835,"Evofem Biosciences, Inc.",2022-10-12,2022-10-11T21:23:56-04:00,True,"8.01,9.01",CLINICAL
0001618835-22-000172,0001618835,"Evofem Biosciences, Inc.",2022-09-16,2022-09-16T06:00:53-04:00,False,"1.01,2.03,2.04,3.02,8.01,9.01",OTHER
0001618835-22-000138,0001618835,"Evofem Biosciences, Inc.",2022-06-14,2022-06-14T16:15:28-04:00,True,8.01,OTHER
0001618835-22-000125,0001618835,"Evofem Biosciences, Inc.",2022-05-23,2022-05-20T19:55:26-04:00,True,"1.01,8.01,9.01",OTHER
0001618835-22-000097,0001618835,"Evofem Biosciences, Inc.",2022-05-05,2022-05-05T09:03:41-04:00,False,"1.01,2.03,3.02,5.03,5.07,8.01,9.01",OTHER
0001618835-22-000088,0001618835,"Evofem Biosciences, Inc.",2022-04-07,2022-04-07T06:51:41-04:00,False,"3.01,8.01,9.01",OTHER
0001618835-21-000252,0001618835,"Evofem Biosciences, Inc.",2021-12-08,2021-12-08T06:30:26-05:00,False,"8.01,9.01",OTHER
0001618835-21-000248,0001618835,"Evofem Biosciences, Inc.",2021-11-22,2021-11-22T06:50:23-05:00,False,"1.01,2.03,8.01,9.01",OTHER
0001618835-21-000215,0001618835,"Evofem Biosciences, Inc.",2021-10-12,2021-10-12T16:02:58-04:00,True,"1.01,8.01,9.01",OTHER
0001618835-21-000212,0001618835,"Evofem Biosciences, Inc.",2021-10-12,2021-10-12T06:04:12-04:00,False,"1.01,5.03,8.01,9.01",OTHER
0001618835-21-000127,0001618835,"Evofem Biosciences, Inc.",2021-05-19,2021-05-19T16:02:26-04:00,True,"1.01,8.01,9.01",OTHER
0001618835-21-000075,0001618835,"Evofem Biosciences, Inc.",2021-03-25,2021-03-25T16:16:35-04:00,True,"8.01,9.01",OTHER
0001618835-20-000226,0001618835,"Evofem Biosciences, Inc.",2020-10-15,2020-10-15T08:05:18-04:00,False,"1.01,2.03,3.02,8.01,9.01",OTHER
0001618835-20-000178,0001618835,"Evofem Biosciences, Inc.",2020-06-03,2020-06-03T16:52:29-04:00,True,"8.01,9.01",OTHER
0001618835-20-000169,0001618835,"Evofem Biosciences, Inc.",2020-06-02,2020-06-02T16:21:23-04:00,True,"1.02,8.01,9.01",PRESENTATION
0001618835-20-000149,0001618835,"Evofem Biosciences, Inc.",2020-05-22,2020-05-22T16:05:23-04:00,True,"8.01,9.01",REGULATORY
0001618835-20-000084,0001618835,"Evofem Biosciences, Inc.",2020-04-28,2020-04-28T07:59:30-04:00,False,"8.01,9.01",OTHER
0001618835-20-000081,0001618835,"Evofem Biosciences, Inc.",2020-04-27,2020-04-27T08:00:41-04:00,False,"1.01,2.03,3.02,8.01,9.01",OTHER
0001618835-20-000057,0001618835,"Evofem Biosciences, Inc.",2020-03-25,2020-03-25T17:00:36-04:00,True,"1.01,3.03,5.03,8.01,9.01",OTHER
0001618835-19-000208,0001618835,"Evofem Biosciences, Inc.",2019-12-02,2019-12-02T06:50:35-05:00,False,"8.01,9.01",CLINICAL
0001618835-19-000192,0001618835,"Evofem Biosciences, Inc.",2019-11-26,2019-11-26T07:30:20-05:00,False,"8.01,9.01",REGULATORY
0001618835-19-000114,0001618835,"Evofem Biosciences, Inc.",2019-06-10,2019-06-10T16:01:24-04:00,True,"3.02,5.02,8.01,9.01",OTHER
0001618835-19-000058,0001618835,"Evofem Biosciences, Inc.",2019-04-11,2019-04-11T17:16:31-04:00,True,"1.01,3.02,5.02,8.01,9.01",OTHER
0001618835-19-000003,0001618835,"Evofem Biosciences, Inc.",2019-01-03,2019-01-03T08:00:23-05:00,False,"8.01,9.01",CLINICAL
0001078782-20-000333,0001514946,"AXIM BIOTECHNOLOGIES, INC.",2020-05-14,2020-05-14T13:06:43-04:00,False,8.01,OTHER
0001078782-20-000320,0001514946,"AXIM BIOTECHNOLOGIES, INC.",2020-05-13,2020-05-12T17:29:40-04:00,True,"7.01,8.01,9.01",OTHER
0001078782-20-000203,0001514946,"AXIM BIOTECHNOLOGIES, INC.",2020-03-27,2020-03-27T13:17:00-04:00,False,8.01,OTHER
